participant,block,label,valence,target,tablerow,keypress,acc,RT,target.val
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,COVID19,NEG,BUONO,11,1,1,1830,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,VACCINO,POS,CATTIVO,6,2,1,1868,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,COVID19,NEG,MORTALE,17,2,1,2876,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,VACCINO,POS,DANNOSO,8,1,1,1907,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,COVID19,NEG,INNOCUO,14,2,1,2040,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,COVID19,NEG,SPAVENTOSO,20,2,1,2734,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,VACCINO,POS,UTILE,3,2,1,1508,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,VACCINO,POS,BUONO,1,2,1,1819,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceAfirst,COVID19,NEG,SALUTARE,12,1,1,1297,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,PERICOLOSO,9,2,1,2616,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,MORTALE,7,1,1,1931,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,SALUTARE,12,2,1,1515,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,UTILE,3,2,1,1812,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,CATTIVO,6,1,1,1858,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,RASSICURANTE,15,2,1,1455,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,SPAVENTOSO,10,2,1,1782,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,UTILE,13,1,1,1822,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,RASSICURANTE,5,2,1,2748,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,CATTIVO,16,2,1,1642,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,INNOCUO,4,1,0,2062,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,DANNOSO,8,1,1,2830,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,SPAVENTOSO,20,2,0,1490,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,BUONO,1,1,1,3233,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,INNOCUO,14,1,1,2045,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,PERICOLOSO,19,2,1,2075,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,BUONO,11,1,1,1639,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,MORTALE,17,1,1,2226,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,VACCINO,NEG,SALUTARE,2,1,1,2598,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,practiceBfirst,COVID19,POS,DANNOSO,18,1,0,2655,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,CATTIVO,16,2,1,1456,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,BUONO,1,2,1,1182,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,PERICOLOSO,19,2,1,1387,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,BUONO,11,2,1,1500,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,MORTALE,7,2,1,1791,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,MORTALE,17,2,1,1712,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SPAVENTOSO,10,1,1,1518,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SPAVENTOSO,20,1,1,1930,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,CATTIVO,6,2,1,1512,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,PERICOLOSO,9,1,1,2321,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,RASSICURANTE,5,1,1,2008,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SALUTARE,2,2,1,1267,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,INNOCUO,4,1,1,1993,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,DANNOSO,8,1,1,1570,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,RASSICURANTE,15,2,1,1508,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SALUTARE,12,1,0,1586,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,UTILE,13,1,1,1999,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,DANNOSO,18,1,0,3164,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,RASSICURANTE,15,1,1,1907,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,CATTIVO,16,2,0,1759,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,DANNOSO,8,1,0,1957,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,UTILE,13,1,1,1712,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,INNOCUO,14,1,1,1649,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,PERICOLOSO,9,2,0,2172,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SPAVENTOSO,10,1,1,1393,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SALUTARE,2,2,1,960,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,PERICOLOSO,19,1,0,1264,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,UTILE,3,2,1,1852,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,BUONO,1,1,1,1243,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,CATTIVO,16,1,0,1477,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SALUTARE,12,2,0,1275,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SPAVENTOSO,20,2,1,2763,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,MORTALE,7,1,1,1883,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,MORTALE,17,2,1,1289,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,RASSICURANTE,5,2,1,1580,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,DANNOSO,18,2,1,1540,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,RASSICURANTE,15,2,1,2333,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,BUONO,11,1,1,1275,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,INNOCUO,4,1,0,2624,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,PERICOLOSO,9,1,0,1415,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,BUONO,1,2,1,1415,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SALUTARE,12,1,1,1273,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,INNOCUO,14,2,0,1547,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SALUTARE,2,1,1,2229,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,MORTALE,17,2,0,1062,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,DANNOSO,8,1,1,1669,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,UTILE,13,2,0,2515,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,PERICOLOSO,9,2,1,1869,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,BUONO,11,1,1,1750,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,INNOCUO,4,1,1,1399,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,DANNOSO,18,2,0,1759,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,RASSICURANTE,5,1,1,1687,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SPAVENTOSO,20,2,1,1587,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,PERICOLOSO,19,2,1,1146,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,UTILE,3,2,1,1489,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,MORTALE,7,1,0,1036,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SPAVENTOSO,10,1,1,2879,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,CATTIVO,6,2,1,1589,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,DANNOSO,18,2,0,1133,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SPAVENTOSO,10,1,1,1671,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,DANNOSO,8,1,1,1712,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,INNOCUO,14,2,1,1776,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SALUTARE,2,2,1,2771,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,MORTALE,17,1,0,1368,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,UTILE,3,2,1,1687,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,BUONO,11,2,1,1359,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,CATTIVO,16,2,0,852,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,RASSICURANTE,15,1,1,1390,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SPAVENTOSO,10,1,0,2819,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,DANNOSO,18,1,1,1966,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,CATTIVO,6,2,1,1719,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,BUONO,1,1,0,947,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SALUTARE,12,2,0,3796,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,RASSICURANTE,5,1,1,2755,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,PERICOLOSO,19,2,0,1978,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,MORTALE,7,2,0,2631,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,UTILE,13,1,0,1173,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SPAVENTOSO,20,2,0,1061,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,UTILE,3,1,1,1369,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,RASSICURANTE,5,2,1,2344,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,BUONO,1,1,1,1924,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,RASSICURANTE,15,1,1,1690,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,INNOCUO,14,2,1,2100,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,CATTIVO,16,2,1,1516,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,UTILE,3,1,0,961,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,PERICOLOSO,19,2,1,1548,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,CATTIVO,6,2,1,1518,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,SALUTARE,2,2,1,1498,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,INNOCUO,4,1,1,1391,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,BUONO,11,2,1,1265,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,DANNOSO,8,1,0,2734,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,UTILE,13,1,0,1999,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SPAVENTOSO,20,1,1,2768,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,SALUTARE,12,2,1,1312,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,MORTALE,7,2,1,1558,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,MORTALE,17,2,1,1948,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,PERICOLOSO,9,2,1,1405,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,RASSICURANTE,5,1,1,1031,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,VACCINO,POS,MORTALE,7,2,0,1072,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testA,COVID19,NEG,PERICOLOSO,19,1,1,1271,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,CATTIVO,6,2,1,2076,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,PERICOLOSO,19,1,1,1407,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,DANNOSO,8,2,0,1906,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,RASSICURANTE,15,2,1,2740,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,BUONO,11,1,1,1009,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,CATTIVO,16,1,1,1677,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,INNOCUO,14,1,1,3954,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,BUONO,1,2,1,1687,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SPAVENTOSO,20,1,1,1540,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,DANNOSO,18,2,0,2118,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,INNOCUO,4,1,1,1767,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,PERICOLOSO,9,2,1,2187,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,MORTALE,17,1,1,1717,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,UTILE,13,1,1,2779,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,COVID19,POS,SALUTARE,12,2,1,1259,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SPAVENTOSO,10,1,0,3157,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,SALUTARE,2,2,0,2384,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,MORTALE,7,2,0,1560,NEG
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,BUONO,1,2,1,2578,POS
38e4c868-76d4-430a-bae3-9b8a66eac6ee,testB,VACCINO,NEG,DANNOSO,8,1,1,1342,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,PERICOLOSO,9,2,1,1555,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,SALUTARE,12,2,1,1347,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,INNOCUO,4,1,1,1579,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,CATTIVO,16,2,1,1221,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,BUONO,1,1,0,961,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,UTILE,13,1,1,2014,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,CATTIVO,6,2,0,2298,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,SPAVENTOSO,20,2,1,2039,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,RASSICURANTE,15,1,1,4088,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,PERICOLOSO,19,1,0,2249,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,BUONO,11,2,1,1957,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,SALUTARE,2,2,1,2308,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,INNOCUO,14,1,1,1214,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,UTILE,3,2,1,1335,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,MORTALE,17,1,1,4202,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,COVID19,NEG,DANNOSO,18,2,1,2629,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,MORTALE,7,1,1,3187,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,SPAVENTOSO,10,1,1,1529,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,RASSICURANTE,5,1,0,1836,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceAfirst,VACCINO,POS,DANNOSO,8,2,1,2174,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,PERICOLOSO,9,1,1,2444,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,SPAVENTOSO,20,1,1,2708,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,SPAVENTOSO,10,2,1,2170,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,DANNOSO,18,2,1,2565,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,CATTIVO,6,2,0,2771,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,INNOCUO,4,2,1,4248,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,RASSICURANTE,15,1,1,2134,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,MORTALE,17,1,1,2530,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,BUONO,11,1,1,2815,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,UTILE,13,1,1,1027,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,DANNOSO,8,1,1,2030,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,SALUTARE,12,1,1,1188,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,RASSICURANTE,5,2,1,1380,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,UTILE,3,2,1,1257,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,PERICOLOSO,19,2,1,1809,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,INNOCUO,14,1,0,1257,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,BUONO,1,2,1,2086,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,MORTALE,7,2,1,3147,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,COVID19,POS,CATTIVO,16,1,1,1538,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,practiceBfirst,VACCINO,NEG,SALUTARE,2,1,1,2253,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,BUONO,11,2,1,2486,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,UTILE,3,2,1,1575,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,UTILE,13,2,1,1819,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,INNOCUO,4,1,1,2264,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,RASSICURANTE,15,2,1,1276,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,SPAVENTOSO,20,1,1,1372,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,RASSICURANTE,5,1,1,1530,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,DANNOSO,8,2,1,2277,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,SALUTARE,12,1,1,1489,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,MORTALE,17,2,1,1515,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,PERICOLOSO,19,1,1,1156,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,CATTIVO,16,2,1,1081,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,SPAVENTOSO,10,2,1,1912,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,MORTALE,7,1,1,1391,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,INNOCUO,14,1,1,1632,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,PERICOLOSO,9,2,1,2325,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,CATTIVO,6,2,1,2045,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,SALUTARE,2,1,1,921,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,COVID19,NEG,SALUTARE,12,1,1,1439,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testA,VACCINO,POS,INNOCUO,4,1,1,2627,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,RASSICURANTE,5,2,1,1588,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,PERICOLOSO,19,2,1,2482,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,CATTIVO,6,1,1,2275,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,UTILE,13,2,1,1294,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,DANNOSO,18,1,1,1284,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,SPAVENTOSO,20,1,1,1718,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,BUONO,1,2,1,1672,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,SALUTARE,12,1,1,1146,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,MORTALE,7,1,1,1409,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,INNOCUO,14,2,1,2195,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,DANNOSO,8,1,1,1282,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,INNOCUO,4,1,1,2131,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,RASSICURANTE,15,2,1,1370,POS
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,COVID19,POS,CATTIVO,16,2,1,1965,NEG
44f2fdbf-48c4-4cb3-8981-4a20b20e0eeb,testB,VACCINO,NEG,SALUTARE,2,2,1,1663,POS
